     Conf.     atoms         Ref. total energy(Ha)           NN total energy(Ha)     E(Ref.) - E(NN) (Ha/atom)
      5273        64                   -7.43387231                   -7.44755249                    0.00021375
      5274         3                   -0.38805839                   -0.38693539                   -0.00037433
      5275         8                   -1.01897651                   -1.01958660                    0.00007626
      5276         6                   -0.61016308                   -0.60766434                   -0.00041646
      5277         4                   -0.47846532                   -0.47875654                    0.00007280
      5278         8                   -1.06499659                   -1.07121126                    0.00077683
      5279         6                   -0.73432342                   -0.73482463                    0.00008353
      5280         4                   -0.44821210                   -0.44747903                   -0.00018327
      5281         2                   -0.25985106                   -0.25880494                   -0.00052306
      5282        64                   -6.80750812                   -6.82042704                    0.00020186
      5283         4                   -0.52845800                   -0.52756344                   -0.00022364
      5284         3                   -0.29176805                   -0.31036679                    0.00619958
      5285        64                   -8.44207837                   -8.46113195                    0.00029771
      5286         8                   -0.89809315                   -0.90936611                    0.00140912
      5287         1                   -0.10259762                   -0.10335064                    0.00075303
      5288         2                   -0.22455258                   -0.21795451                   -0.00329904
      5289         8                   -1.01739038                   -1.01924595                    0.00023195
      5290         8                   -0.98453169                   -0.99146871                    0.00086713
      5291         8                   -1.04535799                   -1.04456430                   -0.00009921
      5292         9                   -1.07515617                   -1.07528728                    0.00001457
      5293         1                   -0.13444687                   -0.13466420                    0.00021733
      5294         4                   -0.53491398                   -0.53417137                   -0.00018565
      5295         3                   -0.35161202                   -0.34925004                   -0.00078733
      5296         4                   -0.54048294                   -0.53939660                   -0.00027159
      5297         3                   -0.36013479                   -0.35999498                   -0.00004660
      5298         9                   -1.17831066                   -1.17838156                    0.00000788
      5299        10                   -1.31105889                   -1.31064418                   -0.00004147
      5300        10                   -1.21043217                   -1.21092606                    0.00004939
      5301         1                   -0.13470101                   -0.13473882                    0.00003781
      5302         8                   -1.01214566                   -1.01373173                    0.00019826
      5303         6                   -0.59918984                   -0.60251265                    0.00055380
      5304         8                   -0.84839661                   -0.84836725                   -0.00000367
      5305         9                   -0.95259953                   -0.95729963                    0.00052223
      5306         8                   -0.97377757                   -0.98091609                    0.00089231
      5307         5                   -0.64922835                   -0.64760122                   -0.00032543
      5308         1                   -0.12630419                   -0.12732273                    0.00101854
      5309         8                   -1.06743055                   -1.06555990                   -0.00023383
      5310         3                   -0.35701413                   -0.35518433                   -0.00060993
      5311        12                   -1.53067385                   -1.53333854                    0.00022206
      5312        64                   -7.88445753                   -7.89978157                    0.00023944
      5313         8                   -1.02607467                   -1.02922613                    0.00039393
      5314         4                   -0.48994700                   -0.48906248                   -0.00022113
      5315         5                   -0.62185719                   -0.62049017                   -0.00027340
      5316         8                   -0.73590749                   -0.75243122                    0.00206547
      5317         4                   -0.45237756                   -0.45455104                    0.00054337
      5318         3                   -0.29056410                   -0.28977192                   -0.00026406
      5319         8                   -1.06705504                   -1.06804488                    0.00012373
      5320         6                   -0.76453778                   -0.76418483                   -0.00005883
      5321         8                   -1.05832118                   -1.05721625                   -0.00013812
      5322         8                   -0.75453958                   -0.75561752                    0.00013474
      5323         4                   -0.52620953                   -0.52602692                   -0.00004565
      5324         8                   -0.89246611                   -0.89934848                    0.00086030
      5325         8                   -1.05246022                   -1.05406115                    0.00020012
      5326         8                   -0.94520582                   -0.94878098                    0.00044690
      5327         8                   -0.73498926                   -0.73619582                    0.00015082
      5328         3                   -0.30170948                   -0.30444296                    0.00091116
      5329         6                   -0.73674061                   -0.73645638                   -0.00004737
      5330        10                   -1.27587037                   -1.27528095                   -0.00005894
      5331         1                   -0.11829106                   -0.11816325                   -0.00012781
      5332        64                   -6.96332652                   -6.97647159                    0.00020539
      5333         8                   -1.03395679                   -1.03720583                    0.00040613
      5334         6                   -0.69134288                   -0.69178773                    0.00007414
      5335         8                   -1.01718454                   -1.01865085                    0.00018329
      5336         1                   -0.11074656                   -0.11049178                   -0.00025478
      5337         1                   -0.09396968                   -0.09417602                    0.00020634
      5338         1                   -0.11548973                   -0.11534628                   -0.00014345
      5339        16                   -1.51998298                   -1.51972358                   -0.00001621
      5340         4                   -0.42985257                   -0.42985544                    0.00000072
      5341         4                   -0.49087043                   -0.48727040                   -0.00090001
      5342         8                   -0.91938669                   -0.91340350                   -0.00074790
      5343         4                   -0.53677859                   -0.53518828                   -0.00039758
      5344         6                   -0.55511392                   -0.55327492                   -0.00030650
      5345         1                   -0.10227346                   -0.10367662                    0.00140316
      5346        12                   -1.22713758                   -1.23139991                    0.00035519
      5347        62                   -8.07300288                   -8.06729656                   -0.00009204
      5348         9                   -1.05809667                   -1.05812917                    0.00000361
      5349         8                   -1.00274372                   -1.00620273                    0.00043238
      5350         2                   -0.26830727                   -0.26827896                   -0.00001415
      5351        64                   -6.07024461                   -6.08022746                    0.00015598
      5352         4                   -0.44873538                   -0.44635223                   -0.00059579
      5353         8                   -1.04207406                   -1.04360984                    0.00019197
      5354        16                   -1.52026892                   -1.51672340                   -0.00022159
      5355         4                   -0.51025712                   -0.50809058                   -0.00054164
      5356         7                   -0.83513144                   -0.83514251                    0.00000158
      5357         8                   -1.02429321                   -1.03549844                    0.00140065
      5358         6                   -0.79684666                   -0.79759704                    0.00012506
      5359        12                   -1.59559125                   -1.59586705                    0.00002298
      5360         4                   -0.51127800                   -0.51090976                   -0.00009206
      5361         2                   -0.23466364                   -0.23447182                   -0.00009591
      5362         7                   -0.88165494                   -0.88085280                   -0.00011459
      5363         8                   -0.98745415                   -0.98622493                   -0.00015365
      5364         8                   -1.04785659                   -1.04766962                   -0.00002337
      5365         8                   -1.05479839                   -1.05366486                   -0.00014169
      5366        64                   -7.55300924                   -7.56794984                    0.00023345
      5367         6                   -0.79916273                   -0.79749671                   -0.00027767
      5368         1                   -0.09239194                   -0.09251874                    0.00012681
      5369         8                   -0.82064661                   -0.81569641                   -0.00061878
      5370         6                   -0.77016839                   -0.77079831                    0.00010499
      5371        16                   -1.48458372                   -1.48638273                    0.00011244
      5372        24                   -2.92630580                   -2.92257860                   -0.00015530
      5373         5                   -0.46961088                   -0.47050424                    0.00017867
      5374         4                   -0.51375652                   -0.51288796                   -0.00021714
      5375        12                   -1.12024645                   -1.12014645                   -0.00000833
      5376         2                   -0.26832301                   -0.26766596                   -0.00032852
      5377         1                   -0.13596666                   -0.13574529                   -0.00022137
      5378         8                   -0.99305669                   -0.99314914                    0.00001156
      5379         6                   -0.70095185                   -0.70136045                    0.00006810
      5380         4                   -0.51833634                   -0.51744896                   -0.00022184
      5381         3                   -0.38492012                   -0.38637821                    0.00048603
      5382         4                   -0.54057626                   -0.53957756                   -0.00024967
      5383         8                   -0.93681759                   -0.93430085                   -0.00031459
      5384         5                   -0.51328512                   -0.51345090                    0.00003316
      5385         9                   -1.09821624                   -1.09715355                   -0.00011808
      5386         1                   -0.11983668                   -0.12099767                    0.00116098
      5387         8                   -0.86982516                   -0.87076894                    0.00011797
      5388         2                   -0.24577706                   -0.24558753                   -0.00009476
      5389         2                   -0.21212181                   -0.21128523                   -0.00041829
      5390         8                   -0.83647159                   -0.83533659                   -0.00014188
      5391        16                   -1.78596137                   -1.78415217                   -0.00011308
      5392         8                   -1.08557469                   -1.08374273                   -0.00022900
      5393         8                   -1.05707820                   -1.06313459                    0.00075705
      5394         2                   -0.25632132                   -0.25521083                   -0.00055524
      5395         8                   -1.05512748                   -1.05916945                    0.00050525
      5396         8                   -0.82475592                   -0.82234292                   -0.00030162
      5397         8                   -0.79630702                   -0.79703682                    0.00009122
      5398         5                   -0.62711917                   -0.62809249                    0.00019467
      5399         6                   -0.74398518                   -0.74357620                   -0.00006816
      5400         8                   -0.93337486                   -0.93121351                   -0.00027017
      5401         4                   -0.46508567                   -0.46491534                   -0.00004258
      5402         6                   -0.71275771                   -0.71325857                    0.00008348
      5403        12                   -1.45671925                   -1.45773359                    0.00008453
      5404         1                   -0.11848703                   -0.11837535                   -0.00011167
      5405         5                   -0.46125814                   -0.46303605                    0.00035558
      5406        10                   -1.10058472                   -1.09923727                   -0.00013474
      5407         1                   -0.11510342                   -0.11032447                   -0.00477895
      5408         6                   -0.72987934                   -0.72961277                   -0.00004443
      5409         4                   -0.48587376                   -0.48471897                   -0.00028870
      5410         6                   -0.74683780                   -0.74113927                   -0.00094975
      5411        10                   -1.12190971                   -1.12296310                    0.00010534
      5412         4                   -0.53701491                   -0.53446446                   -0.00063761
      5413         2                   -0.21311738                   -0.21262696                   -0.00024521
      5414        10                   -1.14444008                   -1.13908097                   -0.00053591
      5415         9                   -1.18724816                   -1.18578543                   -0.00016253
      5416         4                   -0.48135041                   -0.48146009                    0.00002742
      5417         8                   -1.00733986                   -1.00626512                   -0.00013434
      5418         6                   -0.77970030                   -0.77952227                   -0.00002967
      5419        16                   -2.01686471                   -2.01451446                   -0.00014689
      5420        12                   -1.35861049                   -1.35263570                   -0.00049790
      5421         8                   -0.90842418                   -0.91047479                    0.00025633
      5422        16                   -1.64235711                   -1.64210630                   -0.00001568
      5423         1                   -0.12896162                   -0.12892143                   -0.00004019
      5424         4                   -0.53970247                   -0.53851678                   -0.00029642
      5425         3                   -0.40524266                   -0.40360574                   -0.00054564
      5426         8                   -0.79318911                   -0.79105244                   -0.00026708
      5427         3                   -0.27782364                   -0.27721636                   -0.00020243
      5428         2                   -0.27040898                   -0.26980709                   -0.00030094
      5429         8                   -0.81862876                   -0.82017479                    0.00019325
      5430         4                   -0.54121985                   -0.53872888                   -0.00062274
      5431         4                   -0.54244862                   -0.54138195                   -0.00026667
      5432         3                   -0.30301850                   -0.30305874                    0.00001341
      5433        55                   -6.83142017                   -6.60060911                   -0.00419656
      5434         4                   -0.43976215                   -0.43773027                   -0.00050797
      5435         2                   -0.25810690                   -0.26049811                    0.00119561
      5436         8                   -1.02852059                   -1.03615076                    0.00095377
      5437        16                   -1.50917928                   -1.50569448                   -0.00021780
      5438         8                   -0.77765251                   -0.77576105                   -0.00023643
      5439        64                   -7.96155971                   -7.97706312                    0.00024224
      5440         4                   -0.52866209                   -0.52915459                    0.00012313
      5441         2                   -0.23776756                   -0.23625571                   -0.00075592
      5442         8                   -0.92083911                   -0.91818002                   -0.00033239
      5443         8                   -0.94482772                   -0.94780461                    0.00037211
      5444         8                   -1.02964610                   -1.02603570                   -0.00045130
      5445         4                   -0.49919558                   -0.49812900                   -0.00026664
      5446         5                   -0.63671446                   -0.63461217                   -0.00042046
      5447        16                   -1.50657090                   -1.50731974                    0.00004680
      5448         9                   -1.01373234                   -1.01349476                   -0.00002640
      5449         5                   -0.46175253                   -0.46430897                    0.00051129
      5450         1                   -0.12567149                   -0.12618097                    0.00050948
      5451         1                   -0.11726769                   -0.11782817                    0.00056048
      5452         8                   -1.07762565                   -1.07659236                   -0.00012916
      5453         4                   -0.54266277                   -0.54130858                   -0.00033855
      5454         3                   -0.33383797                   -0.33180800                   -0.00067666
      5455         2                   -0.26955839                   -0.26872572                   -0.00041634
      5456         4                   -0.43095057                   -0.43542858                    0.00111950
      5457         4                   -0.51381900                   -0.51433425                    0.00012881
      5458        16                   -2.10370369                   -2.10606102                    0.00014733
      5459         8                   -0.94060003                   -0.94082649                    0.00002831
      5460         8                   -0.85858405                   -0.86444153                    0.00073218
      5461        16                   -1.52280383                   -1.52405078                    0.00007793
      5462         5                   -0.61560072                   -0.61849248                    0.00057835
      5463         1                   -0.13058221                   -0.13058610                    0.00000389
      5464         7                   -0.69540055                   -0.69709221                    0.00024167
      5465        10                   -1.29836216                   -1.29520235                   -0.00031598
      5466         4                   -0.46593204                   -0.46738634                    0.00036358
      5467         4                   -0.44760375                   -0.44781685                    0.00005328
      5468        16                   -1.89259444                   -1.88984430                   -0.00017188
      5469         4                   -0.53477725                   -0.53353286                   -0.00031110
      5470         7                   -0.89636331                   -0.89327354                   -0.00044140
      5471        16                   -1.55248630                   -1.55264826                    0.00001012
      5472         6                   -0.69018976                   -0.69117805                    0.00016471
      5473         3                   -0.39887192                   -0.39990916                    0.00034575
      5474         3                   -0.35671957                   -0.35449576                   -0.00074127
      5475         8                   -0.95283038                   -0.95526855                    0.00030477
      5476         8                   -0.76531493                   -0.76350653                   -0.00022605
      5477         8                   -1.03252524                   -1.03797905                    0.00068173
      5478         8                   -0.99678862                   -0.99879599                    0.00025092
      5479         8                   -0.96205071                   -0.96419926                    0.00026857
      5480         6                   -0.79863193                   -0.79705665                   -0.00026255
      5481         1                   -0.11638278                   -0.11684971                    0.00046693
      5482         4                   -0.54041180                   -0.53941237                   -0.00024986
      5483        10                   -1.11464223                   -1.11073702                   -0.00039052
      5484         3                   -0.33085048                   -0.32897441                   -0.00062535
      5485         4                   -0.39732521                   -0.39481486                   -0.00062759
      5486         3                   -0.35194929                   -0.35045422                   -0.00049836
      5487         3                   -0.33036727                   -0.33400285                    0.00121186
      5488        10                   -1.32646568                   -1.32704529                    0.00005796
      5489        10                   -1.30298467                   -1.30158938                   -0.00013953
      5490         4                   -0.52136751                   -0.52037239                   -0.00024878
      5491        16                   -2.07386806                   -2.07136264                   -0.00015659
      5492         7                   -0.86190754                   -0.85867836                   -0.00046131
      5493         8                   -1.07651000                   -1.07699765                    0.00006096
      5494        58                   -7.67135757                   -7.66540285                   -0.00010267
      5495         8                   -0.86997327                   -0.87023668                    0.00003293
      5496         3                   -0.32485728                   -0.32445636                   -0.00013364
      5497         3                   -0.37814937                   -0.37841207                    0.00008757
      5498         8                   -0.80776841                   -0.80480373                   -0.00037058
      5499         7                   -0.89018879                   -0.88926965                   -0.00013131
      5500        64                   -6.93462755                   -6.94804119                    0.00020959
      5501        64                   -8.07177889                   -8.08584734                    0.00021982
      5502        10                   -1.34770745                   -1.34482851                   -0.00028789
      5503         1                   -0.11324471                   -0.11302558                   -0.00021914
      5504         3                   -0.33459369                   -0.33610916                    0.00050516
      5505         1                   -0.10619869                   -0.10821165                    0.00201296
      5506         4                   -0.48341695                   -0.48273031                   -0.00017166
      5507         8                   -1.04052059                   -1.03907504                   -0.00018069
      5508        10                   -1.31704417                   -1.31496930                   -0.00020749
      5509         3                   -0.34480458                   -0.34674506                    0.00064682
      5510         3                   -0.39027175                   -0.38892110                   -0.00045022
      5511         8                   -1.06436457                   -1.06316621                   -0.00014979
      5512         8                   -1.05189262                   -1.05216164                    0.00003363
      5513         8                   -0.98975696                   -0.98942524                   -0.00004146
      5514         1                   -0.10258911                   -0.10255213                   -0.00003698
      5515         4                   -0.53840992                   -0.53877789                    0.00009199
      5516         7                   -0.86979379                   -0.86938728                   -0.00005807
      5517         2                   -0.27180065                   -0.27144228                   -0.00017919
      5518         6                   -0.72924843                   -0.72875474                   -0.00008228
      5519         4                   -0.49259740                   -0.49076175                   -0.00045891
      5520         6                   -0.65074579                   -0.65268847                    0.00032378
      5521         4                   -0.45614185                   -0.45624562                    0.00002594
      5522        64                   -8.38692056                   -8.40032038                    0.00020937
      5523         8                   -1.07363283                   -1.07529492                    0.00020776
      5524         8                   -0.96996420                   -0.97165090                    0.00021084
      5525         4                   -0.46211180                   -0.46200187                   -0.00002748
      5526         8                   -0.99230388                   -0.99239916                    0.00001191
      5527         8                   -0.79307514                   -0.79394846                    0.00010917
      5528         6                   -0.80586329                   -0.80444962                   -0.00023561
      5529         7                   -0.82166993                   -0.82071330                   -0.00013666
      5530         2                   -0.27075019                   -0.27014363                   -0.00030328
      5531        10                   -1.34667430                   -1.34363157                   -0.00030427
      5532        12                   -1.47101184                   -1.46910392                   -0.00015899
      5533         5                   -0.58320626                   -0.58297351                   -0.00004655
      5534         8                   -0.98443097                   -0.98534131                    0.00011379
      5535         6                   -0.56246251                   -0.56846880                    0.00100105
      5536        16                   -2.12305723                   -2.12058155                   -0.00015473
      5537         8                   -0.82987829                   -0.83045249                    0.00007178
      5538         1                   -0.10176109                   -0.10198185                    0.00022075
      5539         4                   -0.47273054                   -0.47121183                   -0.00037968
      5540         4                   -0.49956458                   -0.49892908                   -0.00015887
      5541         1                   -0.10002792                   -0.10017816                    0.00015024
      5542        16                   -1.50466039                   -1.50089810                   -0.00023514
      5543         3                   -0.40343670                   -0.40250838                   -0.00030944
      5544         6                   -0.79793058                   -0.79831289                    0.00006372
      5545        16                   -2.11796587                   -2.11498452                   -0.00018633
      5546        16                   -1.53200587                   -1.53038172                   -0.00010151
      5547         3                   -0.31735409                   -0.31685452                   -0.00016652
      5548         8                   -0.95441780                   -0.95820670                    0.00047361
      5549        64                   -6.71018308                   -6.72313356                    0.00020235
      5550         4                   -0.53466300                   -0.53461619                   -0.00001170
      5551         1                   -0.10303728                   -0.10502579                    0.00198851
      5552         3                   -0.39750951                   -0.39637110                   -0.00037947
      5553         4                   -0.53084376                   -0.52971879                   -0.00028124
      5554         9                   -0.92141179                   -0.91840106                   -0.00033453
      5555         2                   -0.23393536                   -0.23306066                   -0.00043735
      5556         1                   -0.09354989                   -0.09378358                    0.00023369
      5557         2                   -0.24009851                   -0.24500710                    0.00245429
      5558        10                   -0.92226412                   -0.92607199                    0.00038079
      5559         4                   -0.48780974                   -0.48478247                   -0.00075682
      5560         8                   -1.05994817                   -1.06808443                    0.00101703
      5561         8                   -1.04968986                   -1.05587464                    0.00077310
      5562         2                   -0.19580444                   -0.19497368                   -0.00041538
      5563        10                   -1.01252167                   -1.00664722                   -0.00058744
      5564        21                   -2.69536862                   -2.70014428                    0.00022741
      5565        16                   -1.48456317                   -1.48068278                   -0.00024252
      5566        16                   -1.49449746                   -1.49287953                   -0.00010112
      5567         8                   -0.74276042                   -0.74812933                    0.00067111
      5568         2                   -0.20271630                   -0.20233732                   -0.00018949
      5569         8                   -0.78622905                   -0.78464673                   -0.00019779
      5570         8                   -1.06559185                   -1.06625647                    0.00008308
      5571         8                   -0.88114702                   -0.88142729                    0.00003503
      5572         4                   -0.49018853                   -0.48996798                   -0.00005514
      5573         2                   -0.23717708                   -0.23341043                   -0.00188332
      5574         2                   -0.19308203                   -0.19258599                   -0.00024802
      5575         2                   -0.26207742                   -0.26161451                   -0.00023146
      5576        16                   -1.54750910                   -1.54868141                    0.00007327
      5577         1                   -0.12962307                   -0.12953675                   -0.00008632
      5578         8                   -1.04102602                   -1.04168282                    0.00008210
      5579         8                   -0.94194993                   -0.94109658                   -0.00010667
      5580         2                   -0.26687539                   -0.26911814                    0.00112138
      5581         8                   -1.01579670                   -1.01449809                   -0.00016233
      5582         1                   -0.12145171                   -0.12260972                    0.00115800
      5583         3                   -0.34429523                   -0.34360038                   -0.00023161
      5584        16                   -1.52132733                   -1.52198059                    0.00004083
      5585         5                   -0.54641938                   -0.54832436                    0.00038100
      5586        64                   -7.52792300                   -7.54192040                    0.00021871
      5587         3                   -0.29156461                   -0.30602290                    0.00481943
      5588         8                   -0.75756808                   -0.76738927                    0.00122765
      5589         1                   -0.13572138                   -0.13563411                   -0.00008727
      5590        16                   -1.70458438                   -1.70353695                   -0.00006546
      5591         5                   -0.63738709                   -0.63663909                   -0.00014960
      5592         8                   -0.73590993                   -0.73779076                    0.00023510
      5593         7                   -0.88196963                   -0.88043188                   -0.00021968
      5594         3                   -0.33990826                   -0.34091616                    0.00033597
      5595         9                   -1.07558941                   -1.07378712                   -0.00020025
      5596         4                   -0.51118758                   -0.51732383                    0.00153406
      5597         8                   -0.83549703                   -0.83613625                    0.00007990
      5598         1                   -0.11341972                   -0.11168756                   -0.00173216
      5599        10                   -1.24733625                   -1.24701341                   -0.00003228
      5600         3                   -0.30911346                   -0.32325613                    0.00471423
      5601         8                   -0.78927306                   -0.78378263                   -0.00068630
      5602         1                   -0.09444520                   -0.09468848                    0.00024329
      5603         3                   -0.39267478                   -0.38994887                   -0.00090864
      5604         4                   -0.45737905                   -0.45733334                   -0.00001143
      5605         4                   -0.47711062                   -0.47530775                   -0.00045072
      5606         4                   -0.44278441                   -0.44221672                   -0.00014192
      5607         1                   -0.10557854                   -0.10536855                   -0.00020999
      5608        16                   -1.93051590                   -1.92754896                   -0.00018543
      5609         8                   -1.05965877                   -1.05860907                   -0.00013121
      5610         1                   -0.12000618                   -0.12029081                    0.00028463
      5611         4                   -0.51274062                   -0.51027116                   -0.00061737
      5612        16                   -2.14103596                   -2.13942916                   -0.00010043
      5613        55                   -7.13064138                   -7.03010853                   -0.00182787
      5614         4                   -0.52885568                   -0.52934687                    0.00012280
      5615         4                   -0.43692383                   -0.43675027                   -0.00004339
      5616         4                   -0.47559403                   -0.47521948                   -0.00009364
      5617        16                   -1.53454739                   -1.53706810                    0.00015754
      5618         3                   -0.31475327                   -0.31713108                    0.00079260
      5619         4                   -0.53840772                   -0.53876400                    0.00008907
      5620        12                   -1.35459907                   -1.35397627                   -0.00005190
      5621        10                   -1.03963341                   -1.04035618                    0.00007228
      5622        64                   -7.01789325                   -7.03072733                    0.00020053
      5623         2                   -0.26533062                   -0.26549766                    0.00008352
      5624         8                   -1.00561755                   -0.99874802                   -0.00085869
      5625        16                   -1.71050285                   -1.70942073                   -0.00006763
      5626         7                   -0.87934415                   -0.87987487                    0.00007582
      5627         8                   -1.02417584                   -1.03056901                    0.00079915
      5628         3                   -0.34272420                   -0.34094629                   -0.00059264
      5629         8                   -1.00608133                   -1.00545424                   -0.00007839
      5630         8                   -0.99557968                   -1.00309939                    0.00093996
      5631         4                   -0.37045316                   -0.37018638                   -0.00006670
      5632         4                   -0.54114812                   -0.54021492                   -0.00023330
      5633         8                   -0.98143361                   -0.98157221                    0.00001733
      5634         8                   -0.75232153                   -0.75290452                    0.00007287
      5635         6                   -0.78834111                   -0.78779724                   -0.00009065
      5636         8                   -0.91264689                   -0.92031211                    0.00095815
      5637         2                   -0.18627938                   -0.18523695                   -0.00052122
      5638         2                   -0.26995506                   -0.27006126                    0.00005310
      5639         7                   -0.71719717                   -0.71425561                   -0.00042022
      5640         3                   -0.33838991                   -0.34860929                    0.00340646
      5641         4                   -0.49839777                   -0.49800501                   -0.00009819
      5642         4                   -0.38069036                   -0.37901717                   -0.00041830
      5643         2                   -0.24962018                   -0.24984713                    0.00011348
      5644         5                   -0.59267087                   -0.59271385                    0.00000860
      5645         7                   -0.70400214                   -0.69659903                   -0.00105759
      5646         1                   -0.10405787                   -0.10423662                    0.00017875
      5647         2                   -0.25459806                   -0.25455950                   -0.00001928
      5648         8                   -0.93976501                   -0.94195502                    0.00027375
      5649        64                   -6.98465331                   -6.99773616                    0.00020442
      5650         3                   -0.36149657                   -0.36044263                   -0.00035131
      5651         2                   -0.20642972                   -0.19614747                   -0.00514112
      5652        16                   -1.52889140                   -1.52817646                   -0.00004468
      5653         1                   -0.10519769                   -0.10614015                    0.00094246
      5654         8                   -1.00378814                   -1.00281826                   -0.00012124
      5655         1                   -0.12624439                   -0.12693829                    0.00069390
      5656         8                   -0.89127937                   -0.89588915                    0.00057622
      5657         8                   -1.05679118                   -1.06355682                    0.00084571
      5658         8                   -0.91420994                   -0.91179370                   -0.00030203
      5659         2                   -0.24441729                   -0.24535435                    0.00046853
      5660         4                   -0.53371518                   -0.53362281                   -0.00002309
      5661         7                   -0.75880488                   -0.75895672                    0.00002169
      5662         3                   -0.38517634                   -0.38484039                   -0.00011199
      5663         3                   -0.35619315                   -0.35460433                   -0.00052961
      5664        10                   -1.31341431                   -1.31404015                    0.00006258
      5665         3                   -0.34365921                   -0.34158986                   -0.00068978
      5666         8                   -0.91546527                   -0.91407414                   -0.00017389
      5667         8                   -0.76795546                   -0.76755015                   -0.00005066
      5668        56                   -6.78426436                   -6.81429527                    0.00053627
      5669         8                   -1.04238497                   -1.04619755                    0.00047657
      5670         2                   -0.19458888                   -0.19432208                   -0.00013340
      5671         8                   -1.06578921                   -1.06588539                    0.00001202
      5672         4                   -0.51896223                   -0.51737323                   -0.00039725
      5673         3                   -0.30605843                   -0.30864474                    0.00086211
      5674         1                   -0.11768660                   -0.11783829                    0.00015169
      5675         8                   -0.95961718                   -0.96157854                    0.00024517
      5676         4                   -0.51203183                   -0.51146360                   -0.00014206
      5677         1                   -0.12589316                   -0.12511254                   -0.00078062
      5678         1                   -0.10563416                   -0.10501529                   -0.00061887
